Scenario,rate,delta,variable,sector,subsector,labor,qualifier,value,solvestat
"P_ECF_solar",1.260000000,0.050000000,"output","CheMfg","","","output",28150.309282134,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral price","CheMfg","","","price",0.999830727,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","CheMfg","","LabSk","employment",37.293060957,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","CheMfg","","LabSk","Sectoral wage",10.355496636,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","CheMfg","","LabSk","employment intensity",0.001324783,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","CheMfg","","LabUn","employment",133.870306737,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","CheMfg","","LabUn","Sectoral wage",6.894039575,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","CheMfg","","LabUn","employment intensity",0.004755554,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","CheMfg","","total","employment intensity",0.006080337,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"output","CMMfg","","","output",37140.142075374,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral price","CMMfg","","","price",0.999914679,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","CMMfg","","LabSk","employment",41.067034979,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","CMMfg","","LabSk","Sectoral wage",9.511159305,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","CMMfg","","LabSk","employment intensity",0.001105732,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","CMMfg","","LabUn","employment",532.313547168,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","CMMfg","","LabUn","Sectoral wage",5.923364118,1.000000000
